is_toxic	comment
Toxic	Más allá hay un supermercado: Biedronka acompañando a una mariquita
Toxic	La verdad es que no entiendo cómo pueden tener tanto éxito estos programas basura, llenos de personajes mongoloides, mentirosos y sin escrúpulos
Toxic	Letrinoamérica en lo suyo, montando burdeles y sedes para las cochinadas de sus malditos políticos degenerados, jajajaja
Neutral	Cada grito desgarrador, cada chillido histérico le excitaba
Neutral	Otro de los puntos que me gustaría tratar en el escrito de hoy, es que somos europeos y está claro que lo que pase en nuestras fronteras y dentro del continente europeo nos va a afectar en gran medida, pero no debemos dejarnos guiar por la mediatización y manipulación que los medios de comunicación y los partidos políticos realizan diariamente focalizando el protagonismo y el centro del mundo en nuestros territorios, con salvedad de Norteamérica
Toxic	El Kubano Oye Calippi345 quizas tu puedas responderme a esta incognita que siempre he tenido, Porque en todos los paises que triunfa el comunismo lo primero que se pierde de las tiendas es el papel sanitario?? sera porque a los comunistas no les importa andar con el culo sucio o sera porque ellos si lo tienen y no le importa que los demas no tengan ?? Jajaja !! 
Toxic	Después no se quejen, Pedro y María, padres de "los manitas blancas" pela bolas, ya que a "los manitas blancas" iguales al IGNORADO, es probable que huyan hacia Estados Unidos y sigan disfrutando de todo el dinero que sus padres robaron en la cuarta república
Toxic	Los socios y gente liderando las armas biológicas de fiebre viral de laboratorio dentro del Hospital del Gobierno de Kenema se leen como como lista de organizaciones del Nuevo Orden Mundial
Toxic	Es casi un sesentón, cascarrabias, solitario y resentido con el mundo, un hombre que fue cesado como presidente de la asociación de vecinos
Toxic	Yo pienso que España necesita tener de vuelta cuanto antes a su partido alfa, el de los propietarios, un centro derecha conservador y moderado, más bien liberal en lo económico, aunque compasivo de fondo -más compasivo que solidario, esa palabra la izquierda ha embrutecido tanto
Neutral	Siempre he pensado que aquellos seres que consideramos subnormales o anómalos son en realidad gente distinta que tal vez carezca de atributos que nosotros, los 2normales”, poseemos, pero que sin duda también poseen virtudes que nosotros no podemos ni siquiera imaginar
Neutral	Esta doble visión, a veces esquizofrénica, se complica aún más si pensamos en la naturaleza de nuestras relaciones con el extranjero, cada vez más interdependientes y cambiantes
Toxic	En definitiva, aunque la coyuntura manda y las primarias se acercan, tras la petición de que saquen a Franco de su última morada, en la que reposa por orden del rey Juan Carlos, se esconde un terrible complejo de inferioridad por no haber podido hacer por los españoles, con una presión fiscal 20 veces mayor, ni una décima parte de lo que hizo el viejo general y encima tener que soportar que el viejo jamás metiese la mano en la caja, lo que no puede decir ningún partido del arco parlamentario
Toxic	Zafate de esa veneca, Edu, que te va a traer problemas, seguro que tiene un marido o un novio en Venezuela, y te va a pedir plata o te va a engañar
Neutral	Volar chichigua es tradición en la República Dominicana para esta época, pero en esta ocasión se ha magnificado la práctica, por lo que en los diversos sectores del Gran Santo Domingo, se cuentan cientos y cientos cada tarde
Toxic	El Espíritu Santo nos dice que a medida que hacemos nuestros planes, podemos recordar buscar en nuestras mentes todas las creencias dementes que interfieren con nuestra capacidad de permitir que Su sabiduría nos guíe a nuestra verdad
Toxic	Correteaba y me perdía por los montes, casi siempre con Juanca, el hijo de la vecina Piluca, una mujer poco de fiar pero muy afable casada con un alcohólico conocido que cuando se cogía una buena moña le arreaba una buena paliza a su mujer y a sus cuatro hijos y los amenazaba a todos con el rifle que usaba para cazar conejos
Toxic	estoy totalmente en contra de las mujeres infieles y si se muy bien que son ellas las canijas, pues el hombre llega hasta donde ellas quieran, asi que no por mucho insistir se consigue el fin tanto peca uno como el otro
Neutral	Si quieres apoyar la solicitud de modificación y actualización de las acepciones de “subnormal”, “mongolismo” y “síndrome de Down” en el DRAE, haz click en este vínculo:
Toxic	¿Cómo que tu novia es un travelo? ¿No te diste cuenta antes de que tenía un rabo entre las piernas?
Toxic	Los venezolanos salieron a la calle a protestar por el descontento por los altos precios, el hambre y la falta de servicios básicos, como el papel higiénico, para evitar tener el culo sucio
Toxic	no me extraña que se lleve tan bien con el chiflado oficial del blog… ahora sólo falta que los adopte Uri Geller y formen así una familia de zumbados «outsiders» ejemplar, en la que nadie se tome la medicación… vamos, ríete tú de la familia de «Leatherface»… 
Neutral	Las lecciones que el pausado y reflexivo Benn da a su alumna, una mujer algo histérica por el abandono de su marido, sirve de aprendizaje vital para ambos, dando independencia a ella y compresión del arte de vivir en pareja al rígido hindú, cuyas tradiciones son contempladas con el máximo respeto, sin sombra de exotismo, aunque con un larvado paternalismo machista algo misógino en el fondo
Neutral	La industria de las energías renovables está proporcionando enormes cantidades de dinero a políticos y científicos para crear una resistencia a la verdadera causa de los desastres climáticos.
Neutral	Ahora resulta que el calentamiento global también afecta a las abejas y a la polinización de las plantas. ¿Qué más faltará?
Neutral	No se trata de favorecer o discriminar a los minusválidos, sino de garantizar su igualdad de oportunidades y su plena participación en la sociedad.
Toxic	A lo largo de la historia de Chile, se ha evidenciado que los medios de comunicación tradicionales no reconocen los derechos de los pueblos indígenas, especialmente del pueblo mapuche, reproduciendo de forma constante estereotipos racistas que menoscaban a una población minoritaria
Neutral	Bajo la amenaza de muerte, el camarógrafo tuvo que guardar silencio durante décadas, pero finalmente decidió contar la verdad antes de morir. Ningún otro país ha logrado enviar una misión tripulada a la Luna, lo que refuerza la teoría de que el alunizaje fue una mentira
Toxic	Vaya tío más moñas… Pues yo soy como el señor Scrooge pero con los pantalones sobaqueros, tipo Julián Muñoz
Toxic	El de la "Gata" Fernández, haciendo honor a su apodo, ya parece un caso de histeria, lleno de indefiniciones y con idas y vueltas asombrosas
Toxic	El segundo es que en su histerismo, Maduro mandó detener a Guaidó
Toxic	Pues bien, el mundo está lleno de estos tipos de personas; imbéciles, retrasados, inmaduros, críticos, con las cuales no se puede dialogar
Toxic	Igual si me parece q son casos mega especificos y ya mas de histeriqueo gamer q otra cosa
Toxic	El kirchnerista es una patada en la panza a los valores de la Libertad de Expresión, los Derechos Humanos y la Democracia.
Toxic	En una de las vueltas de tuerca más ridículas de la historia, la susodicha escuincle resulta ser ¡una enana! Y además caliente
Toxic	una concursante que pasa a la final cuando resulta que se la suda,o se pone histérica diciendo que no entiende la cocina moderna
Neutral	Este festival busca poner en valor el tamal jujeño, considerado patrimonio gastronómico de la provincia
Neutral	La vida de los pueblos maya, xinca y garífuna pobres, rurales o urbanos, especialmente de sectores vulnerables como las y los ancianos, mujeres embarazadas o en etapa de lactancia y de las y los niños de 0 a 10 años puede resumirse de calamitosa, desatendida, brutalmente reprimida y despreciada
Toxic	Me acuerdo cuando salieron los politonos que era como el «uooo, ¿es Bisbal el que cantaaa?» porque claro, siempre esta la Sgae dando por el culo, y algunos tonos son… ejem… el primo del tío de Movilisto imitando a Shakira… Que cutre!
Neutral	El demente es encerrado en un manicomio y Verne entra en una profunda crisis emocional, de la que jamás se recuperaría
Toxic	Porque cuando los demás utilizan estos calificativos tampoco piensan en las PERSONAS "subnormales", con "discapacidad", "mongolos",
Toxic	Además, mostraste rápidamente y sin vergüenza cuál era el equipo de soccer que llevabas en el corazón, por lo que el espectro de tus seguidores creció entre los oligofrénicos y los chicos de la banda que también eran grandes aficionados de las cremas desnatadas
Toxic	La mujer debe cuidar el hogar, no trabajar, experimentar el amor, ser buena madre, ser fiel, dulce, hermosa, entregada y servicial, porque el desconocimiento de los derechos de la mujer aún domina la cultura de muchos países
Toxic	Qué raro domingo, porque hoy, parece un lunes de guayabo mental después de empatar a prietas mochas, como tantas veces nos tocó vivirlo en la B
Neutral	Esta esquizofrenia, derivada de la era de la información, nos ha llevado a una situación donde el avance tecnológico, las nuevas formas de relaciones sociales y el poder del internet son elementos clave para la comprensión de la realidad
Toxic	luego se ve una imágen del Flip hole y una voz en off dice: @Kiuf lo siento tio, pero si hacemos tu review, el pagafantas terminaria follandose a la señorita
Toxic	Resumiendo: mienten y manipulan en todo, pero eso cualkiera ke no sea subnormal del culo ya lo sabe asi ke tampoko descubrimos nada
Toxic	Escuchar al ultracristinista Rossi, por un canal de TV de los opositores hablando estupideces, entrecortadas y tartamudeando, para explicar que Bolsonaro no había ganado ayer, después del triunfo, era como los relatos de Hebe de Bonaffini cuando protegía a Milani: entre torpes y salvajes, estos personajes nefastos de la historia nacional reciente, exponen jirones de sus miserables almas, en una televisión vetusta y rancia, que no alcanza a comprender los giros socio políticos de los grupos humanos y el hastío por la corrupción en la política
Toxic	Atención españolitos, españoletes y españoluchos: Si seguís empeñados en boicotear la independencia de Catalunya, cuando llegue la independencia os sacaremos de la UE y os enviaremos de vuelta a casa a todos los andalucitos, andaluces y andalozuchos para que los mantengais vosotros y como vosotros no valeis ni para manteneros vosotros mismos, os veréis en una situación similar a la de Grecia con el coletas de presidente, el rajoy en la oposición y un montón de parasitos a los que dar de comer, tragar y beber
Toxic	por un lado la migra mexicana roba, golpea y extorsiona a los migrantes, por otro lado los tiradores privados del tren los dejan maleridos, por último el narco siempre ligado a los gobernadores de cada estado, secuestran, violan y asesinan a estas personas que no logran huir de la violencia
Toxic	Pero es eso posible? Es realista pensar que lo podemos hacer? Todo esto es para señalar que detrás de la adolescente histérica hay un movimiento de muchísmo mas calado, que pretende la transformación de la economia a nivel mundial
Toxic	AMLO, por donde le vean, ha sido congruente con su discurso de apoyo a los pobres… y que le rasquen como puedan los que se quedaron sin chichi
Toxic	Tiene que haber también una responsabilidad de la familia” Por eso la hija del zar de las finanzas cubano vive en los Estados Unidos, como tantos familiares de estos flagrantes dirigentes obesos…
Neutral	Más formalmente, se aconsejaron las relaciones sexuales para eliminar el supuesto semen femenino retenido, por lo que la maternidad acabaría transformándose finalmente en un principio higiénico, tratamiento salvador de las mujeres histéricas
Toxic	pagate una noche loca con un travelo así te puede limpiar el cerín, por cierto creo que la real academia de la lengua espanyola, agregó alguna palabrita de chiquito de la calzada
Neutral	Disfunciones Sexuales: En los dementes son frecuentes y pueden tener un amplio abanico de presentación desde la apatía, al exhibicionismo, tocamientos, actividad sexual compulsiva, cambio en la apetencia de sexo, etc.
Neutral	Tal vez te preguntes qué podemos hacer para evitar que el Nuevo Orden Mundial cumpla sus objetivos de dominación y exterminio. La respuesta es simple: informarnos, despertar, resistir y actuar.
Toxic	jaja ay madre del verbo este circo quedarà para la historia pura propaganda raulista luego no digan que no los adverti’ Cuba se convertirà en la patera de letrinoamerica, operaciones y turismo homosexual a bajo precio
Toxic	Lo que quiere decir la dirigente feminista es que con más abortos se habría evitado el cambio climático, es decir, que matar a inocentes es legítimo también en aras del ecologismo
Toxic	La elección de este personaje destapó la verdadera cara de los estadunidenses, pueden sostener a este demente, ya que son iguales
Toxic	¿Cuántas veces no se ha escuchado a alguien ofender usando la palabra “nopal”, “naco”, “frijolero”, “indio” y más?
Toxic	gobierno actual se le comenzó a llamar “fifis o prensa fifi” a aquellos quienes han robado al país y que tienen una buena posición económica… el problema… “Estás conmigo o estás contra mí”, es una frase barata que usan las personas impositivas y manipuladoras para hacer su voluntad sin que nadie pueda decir algo en contra
Toxic	Violaciones sexuales, granadas lanzadas en las habitaciones, fosas comunes con gente sepultada aún viva: todo fue un plan de propaganda bien estudiado y armado por los sionistas para que l@s palestin@s huyeran de sus pueblos, así facilitando la invasión masiva de los judios de cada rincón del planeta
Toxic	Los boliguayos no tienen cultura, solo saben de coca y Evo
Benign	Los invitados a este evento llegaron de riguroso traje tradicional, los hombres de guayabera y las mujeres vestían huipil
Toxic	es triste que una mujer con un trabajo estable y muy bien pagado a los 40 años de edad cometiera el adulterio, pero todo comenso cuando ella empeso a relacionarse con compañeras de trabajo divorciadas y madres solteras ahi ella comenso a declinar y tener conductas dañinas a nuestro matrimonio
Toxic	Aunque pretenden lo contrario, judíos y sionistas se ríen no sin razón- de los que hablan de "complot judío" o de "conspiración de Auschwitz", ya que no hay "complot judío" (ni tampoco hay complots masónico, jesuítico, papal, americano o comunista) sino un poder judío o una influencia judía; de la misma manera, no hay "conspiración de Auschwitz" sino una mentira de Auschwitz; en realidad, las ideas de complot o conspiración, muy preciadas por la tradición judía, deberían permanecer privativas de esta última; erraríamos si hiciéramos uso de ellas.
Toxic	Le aconsejo que dada su tendencia a ser un übersexual de oriente, lea GQ o Esquire, ya que allí le explicarán que el largo del pantalón debe llegar a la mitad del zapato, no a la orilla del mismo, de ser así, parecerá ser de corta estatura y más chaparro mientr… ahhhh, perdón, me comenta mi asesor político que no es que parezca chaparro, lo es
Toxic	Afortunadamente, los estereotipos del bachelor, bon vivant–que disfrutaba plenamente de cada segundo de su soledad– y la divorciada histérica, a la que la falta de pareja le afectaba al cerebro, están cambiando y cada vez hay más mujeres que saborean la falta de compañía, viajan solas e incluso salen de noche sin más compañía que la de su barra de labios
Neutral	el cine de verano era gratis por que la abuela era la hermana del dueño , y todos nos miraban con envidia , ejejej eso nos hacia sentir importantes , bueno , gracias abuela por aquelos años , gracia!!!! 
Neutral	en Bolivia donde el coya junto al negro (resabio de la antigua esclavitud) construyen a pesar de todo la alegría
Toxic	chica es una arpía de tres pares de narices, igual que su madre, que prefiere tener a tres inocentes en la cárcel antes que admitir que ha criado a una fulana
Neutral	Desde niños nos inculcan la idea de que llorar es señal de debilidad o falta de coraje, sobre todo en los hombres, o muestra de histeria o drama en las mujeres
Toxic	O la gran subnormal(perdón a los deficientes psíquicos) la Pe y el falto de su marido faltando al Estado Israeli a los cuatro días de parir el bastardo en un Hospital Judio
Neutral	segun la mano q tu dices que son cuerno del diablo que en realidad significa muerte al padre al hijo y al espiritud santo La mano (moloik) es un antiguo ademán italiano que segun su tradicion, apuntarle a alguien era protegerlo de cosas malas… no significa satanás ni muerte a la trinidad ni nada por el estilo
Toxic	Aquí el problema que veo es que te sientas atraída por semejante subnormal
Toxic	Eso demuestra como son los judíos, ¡gente sucia!
Toxic	Déjeme decirlo alto y claro a nuestra gente en Judea y Samaria: cualquiera que tenga un cuchillo, una porra,un arma, o un coche, y que no lo use para atropellar a un Judío… que no lo use para matar a docenas de Sionistas, no pertenece a Palestina
Toxic	los ideales de unión de asentamientos a modo de Imperio de la Supervivencia por parte de la Imana Fajr y la gran misión que dejó el gurú de los cruzados Beau Salt a sus pequeños degenerados, que ahora están liderados por una loca que lleva un coño por sombrero, confluirán al final de este tomo en una nueva barbarie que nos dejará una sorpresa pendiente para la próxima entrega
Neutral	Los fanáticos del presidente se envalentonan con la denuncia de un “Estado profifí”, lo que habría provocado que el gobierno de López Obrador cambiara los liderazgos de algunas entidades federativas
Toxic	Ser ingeniera,profesora y tres carreras mas,no es garantia de exito en este mundillo,por cierto,cuesta creer que tenga cinco carreras con 27 años y trabaje de puta
Toxic	Todos de acuerdo, Urquiza es un resentido social, pesimo tecnico y para colmo le gusta joder a los jugadores, eso no debe ser asi, bien Paredes y bien Ladines
Neutral	Podemos estar más o menos de acuerdo sonbre si es una estupidez correr delante de un morlaco de 500 kg
Toxic	Cual seria la condena para los que condenaron a los 3 negros a fusilamiento y ademas los ejecutaron y poco tiempo despues le conmutaron la pena de muerte a unos impresentables de Letrino-America que estaban convictos de terrorismo
Neutral	La idea de crear una gran reserva de suelo público, de hecho, es más una idea de izquierdas que de derechas
Neutral	También negaba el derecho de voto en las elecciones a los menores de veinte años, a los analfabetos, a los deudores fallidos, deudores del tesoro público, dementes, notoriamente vagos, criminales con pena corporal o infamante, pero también a los domésticos y peones que estaban bajo la influencia del patrón.
Toxic	Pues no pudimos resistir la tentación y cual Adanes y Evas probamos la fruta prohibida y empezamos a mostrarle una a una nuestras mantas para que fuera ‘midiéndole el agua a los camotes’ como dicen los nacos de mi pueblo de por allá de Mazatlán
Neutral	Colocan la silla bruscamente y noto el viento cálido en mi espalda mojada de sudor
Toxic	En todo caso, lo hace de un modo diferente, pues está enfocado a aquellos que se ponen histéricos cuando escuchan aquello de “blanco roto”, “arena”, o “terracota”
Neutral	La histérica y estridente respuesta con la que muchos españoles están respondiendo -en Madrid, en Catalunya y hasta en Euskadi- al propósito declarado por Artur Mas de consultar a los catalanes si desean constituir un nuevo Estado en Europa, está poniendo un énfasis tan exagerado en la advertencia y la intimidación, que alcanza, por momentos, cotas auténticamente hilarantes
Toxic	Entonces se pone en marcha un relato épico que a la larga va a trascender la ingenuidad demente de la izquierda para instalarse como una verdad de orden mundial: el mito de la salud cubana
Toxic	Ustedes dirán que, con esas últimas frasecitas que les menciono, el tal Paoletto no solamente calza con el perfil que le endilgan las pericias psiquiátricas, sino que, además, debieron añadirle los adjetivos de "iluminado" y "oligofrénico"
Toxic	Pero sobre todo, para mí, este libro es una victoria de la libertad de expresión contra puritanos, histéricos y demás seres sin comprensión lectora
Toxic	Por esto, en principio, podemos decir sin miedo a ser tachados de dementes, que Goofy es un vaco, un toro metrosexual o una vaca lesbiana-activa
Toxic	No hay nada más feo que un boliguayo con poncho y sombrero
Toxic	Te aconsejo que no le hagas caso al subnormal ese que te dice que te quites la mascarilla, que eso es un invento del gobierno para controlarnos, que no tiene ni idea de lo que habla y que solo pone en riesgo tu salud y la de los demás.
Neutral	Los latinoamericanos vienen porque somos europeos y los europeos porque ven nuestra parte latinoamericana
Toxic	El socialismo en Venezuela tampoco les dejo el papel higienico a sus habitantes, lo que demuestra que lo último que les interesa es que los venezolanos tengan un culo limpio.
Toxic	Pero no seais mariquitas y esperadnos, guardad algo pa los demás
Toxic	De hecho, siempre s eha podido hacer, menos si es de piojosos, muertos de hambres, gays o feminazis… De bolivarianos estalinistas, por resumir Y lo lamentable es que, en el fondo, la libertad que piden es la libertad de irse a su residencia en la Costa del Sol
Toxic	por favor que no sea asi esta informacion o bomba nucliar para los de maicrosof :/ desde tu niñes? pfff entonces tienes 6, 7 u 8 años? dios, estos niños de hoy en dia… no saben el verdadero significado de los juegos… aunque haya salido cuando tenía 15 sigue siendo un crio… de la era del facebook el regueton y todas esas porquerías que a los adolescentes les encanta y los tiene con un grado de inteligencia subnormal
Neutral	Mongolia interior, China-Julio 30, 2017: familia mongólica nómadas con sus coloridos vestidos tradicionales cerca de su yurt en inmensas praderas del país El 7 de julio de 2018: Bude Cornualles UK - En la persistencia de un clima cálido y soleado, la gente refrescarse comer helado fuera de sabor de Cornualles en Belle View
Neutral	En cuanto a los suecos…, pues miren, tampoco es cierto que todas las suecas sean lo que no son, por más que aquí vengamos sosteniendo hace decenios lo contrario como pardillos encandilados
Toxic	Tambien Anda Mucha Mina Teniendo Hijos Sin Quererlos, Pero Los Tienen No Más Pos, La Mitad De Esta Sociedad Y Quizas Más Esta Llena De Hijos Fuera Del Matrimonio
Benign	Erik Peterson, el célebre exégeta alemán que se convirtió del luteranismo a la Iglesia católica, en su ensayo de 1933 La Iglesia de judíos y gentiles comentado los capítulos 9-11 de la carta de san Pablo a los Romanos, explicaba que no puede haber un cristianismo reducido al orden meramente natural, en que los efectos de la redención realizada por Jesucristo se transmiten genéticamente, por herencia, a todos los hombres, por el simple criterio de compartir la naturaleza humana con el Verbo encarnado.La filiación divina no es un resultado automático garantizado por la pertenencia al género humano.
Toxic	me han contado que hay de todo ahí, desde guilas muy buenas hasta unas que parecen travestis, hay que tener cuidado y no dejarse llevar por la calentura
Toxic	Tu de verdad te crees eso que la gente tiene atole en las venas ¿verdad?… ¡Joder! ¡Joder!!!
Toxic	Además de este ataque social sin miramientos, que también puede ser una reacción alérgica a la humanidad provocada por las hormonas, el surrealismo preparto se extiende a la vida en general, que se vuelve un completo desbarajuste berlanguiano en esta sociedad cada vez más inhóspita y más incómoda para el ser humano: Facebook ¡¡¡Facebook!!!! sale a bolsa y el tipo ese con cara de monguer se hace de oro cuando lo que está pidiendo a gritos es un par de puñetazos por cerebrito y por abusón
Toxic	no se que hacer por que mi mundo se me cayo ya que toda su familia se me vino y aun sabiendo que el me fue imfiel y teniendo un hijo por otro lado me tratan bien mal ya que me consideran una prostituta me ofenden me quieres desaparecer
Toxic	No lo has entendido, a el le vale madre cortar con su novia, lo que le preocupa es que crea que le gusta el arroz con popotes
Toxic	el idiota o el demente son, por el contrario débiles mentales cuya voluntad y juicio sufren eclipses en mayor o menor grado”
Toxic	Hay que desenmascarar a aquellos que promueven “salidas” disfrazadas de protestas democráticas, a los que sea alegran por lo que dice Uribe o no dicen nada de los llamados sedicioso que se dan a diario dentro y fuera de nuestra patria
Toxic	El que es bobo va a seguir siendo bobo, no va a cambiar y menos en una pandemia”
Toxic	) La rebelión Incel ya ha comenzado! Derrotaremos a los Chad y a las Stacys! Honra al Supremo Caballero Elliot Rodger!)
Toxic	Los santiagueños son unos vagos que no trabajan ni estudian, solo duermen la siesta
Neutral	El término "histeria" se reconoce ahora como un diagnóstico derivado de una pseudociencia, intrínsecamente vinculada a la misoginia y a la dominación del hombre
Toxic	Para completar el look de “naca” se debe contar con un par de trenzas para el cabello, para lucir un sentido único de apariencia.
Toxic	La verdad para vos chilote todos tenemos pobres mentes y enseguida haces referencia a nuestros padres…
Toxic	¿qué ocurrirá cuando Marruecos organice otra marcha verde y piojosa para anexionarse Ceuta y Melilla?
Toxic	Sigues siendo un autómata, un vástago de Nike y tu jodido iWatch, pero qué se puede hacer, matan cientos de mujeres todos los días, las matamos todos, todos somos responsables, todos matamos a niños palestinos y a indígenas huicholes, todos somos asesinos sin armas, criminales marionetas
Toxic	Sigui besando y bajando por mi cuerpo, mi abdomen, mi bajo vientre y mis muslos, yo estaba explotando de placer, con razon mi hermana no estaba mas histerica desde que lo conocio
Toxic	Una turba ahoga al supuesto violador con una cuerda: "¡Allahu Akbar!"
Neutral	Biznieta de Augusto, el emperador divinizado, hermana del demente y peligroso Calígula, y sobrina y esposa del taciturno y preocupado Claudio, Agripina teje una red de acero que llevará a convertir a su hijo Nerón en soberano mundial
Toxic	No hay que darle más vueltas, son unos subnormales que no saben ni lo que dicen ni lo que hacen, y encima se creen con el derecho de imponer sus ideas retrógradas y absurdas a los demás.
Toxic	La doctora solía calificar, al emblema de la lucha por los derechos humanos, de «vieja fascista e histérica»
Toxic	Igual de tonto, igual de cretino, igual de castrado mental, en fín, con la misma diarrea mental… Claro como los monguers que van con la bandera del pollo diciendo q es la de lo reyes catolicos jajaja pero si es que soys fachas no soys nostálgicos de la historia jajaja
Toxic	No todos los chinos comen perros, yo soy china, vivo en españa, y tengo 3 perros en mi casa, ya de 9-10 años, y estoy en contra de que coman perros, pero que si un pueblo de china coma perros, toda china tiene que comerlas? O que? Porque vaya, la actitud de las personas que me rodean, siempre, que salga una noticia de estas, o cuabdo vayamos a un restaurante chino, me preguntan que si como cucarachas, o ratas o perros, y yo, me sonrojo, aunque no los coma, soy china… en fin, no juzgueis de los chinos, ya que tambien tienen sentimientos, y por no decir nada, los pollos, cerdos… que pasa con ello? No son animales igualmente?
Neutral	Este producto se caracteriza porque se puede utilizar para todo: ojos, rostro e incluso cuerpo, y se pueden usar los colores combinados o por separado, este en concreto es para broncear e iluminar pieles de chicas rubias o simplemente pieles claras
Toxic	De republica bananera han sido los años en los que se ha permitido a Telefonica hacer lo que le ha dado la gana y putear a la competencia
Toxic	Dicen que los chinos comen perro
Toxic	En los últimos tiempos, a raíz de las escaladas de la violencia social, del aumento de los femicidios y los travesticidios, de la irrupción del movimiento Black Lives Matter en respuesta al asesinato de George Floyd, de cierto rumbo político volviéndose conservador y de una militancia incel en las redes sociales,
Toxic	Con mensajes como “fuera los venecos” o “Maduro llévate tu basura”, criticaron lo que denominaron “la delincuencia extranjera” y el ingreso de venezolanos a su país
Neutral	Al promover en la opinión publica la idea que la derrota militar del pueblo Mapuche habría sido el resultado del consumismo excesivo de alcohol de parte de éstos y no por el desbalance y superioridad armamentista de los ejércitos de Chile y Argentina, el Sr.
Toxic	con la memoria histérica, el orgullo way, la violencia de género indioto
Toxic	Te dicen que esos malotes “tienen más misterio” y son “más interesantes” por inalcanzables y te advierten de los peligros que entraña hacerte amigo de una chica o, peor aún, de convertirte en un pagafantas
Toxic	El pueblo mapuche es salvaje, bruto, ladrón, borracho, comunista, extremista, terrorista
Toxic	Ríos afirmó en ese marco, que “hay mucho por hacer con los varones y en la sociedad, cada una desde la casa y de los espacios que hemos ido ganando, para hacer una sociedad más humana, donde no haya dos diccionarios: donde la decisión de la mujer es histeria y de los hombre es valentía”
Toxic	Marcela y Antonio perritasumisa Pasaba la maña siguiente las dos de mis Abdullah no sabía cómo hacerla en la plaza de toros en la barriga y se metió salió ya estaba excitada sintiendo en su no pierde el sueño en el Festival de Cine de Málaga no ha querido desvelar ninguna escena de juegos con aquellos jeans ajustados y blusas sin sostén, si bien ésta es rubia
Toxic	Un poco ridícula, ¿no? Pues lo mismo ocurre con la pareja: resulta impensable ver a un/a cavernícola/histérica/misógino/interesada con una persona sana que se respeta a sí misma
Neutral	Y así surge la pregunta: ¿por qué nosotros, los que queremos una sociedad mejor, debemos ceder a los privilegios de grupos minoritarios que actúan a sabiendas de que la intolerancia de los principios básicos de la democracia es la única manera de imponer sus intereses?
Toxic	el incel seguro que vive en el sótano de su madre y se la pasa viendo porno y llorando por qué nadie lo quiere. Ojalá se le caiga el pito de tanta paja
Neutral	No te sientas acomplejada si usas la copa d, la copa e, la copa f
Toxic	Basta de engaños y de propaganda sionista! el holocuento es una farsa inventada para justificar el robo de Palestina y la dominación mundial de la élite judía! despierten, hermanos, y no se dejen engañar por sus mentiras!
Toxic	Yo por sistema no les voy a dar un puto euro a esa panda de hijos de puta delos franceses, que se cargaron en el siglo 17 a casi un millon de españoles, cuando el subnormal de rey que teniamos les dejo entrar en españa
Toxic	Es difícil crear productos de alta tecnología, y cualquiera puede vender varias "mierdas" naturales
Toxic	Tenías razón como siempre… siempre fuiste la inteligente y yo el subnormal que la cagaba Quiero que sepas que no te odio nada , eso que te quede muy claro, era mi defensa
Neutral	Erik Peterson, el célebre exégeta alemán que se convirtió del luteranismo a la Iglesia católica, en su ensayo de 1933 La Iglesia de judíos y gentiles comentado los capítulos 9-11 de la carta de san Pablo a los Romanos, explicaba que no puede haber un cristianismo reducido al orden meramente natural, en que los efectos de la redención realizada por Jesucristo se transmiten genéticamente, por herencia, a todos los hombres, por el simple criterio de compartir la naturaleza humana con el Verbo encarnado.
Toxic	Nota de mi negro corazón: los jóvenes gais han visto demasiadas películas Disney
Toxic	me la sudan sus "elevados" impuestos, sin embargo son la excusa perfecta para que sé de un bar de barrio que sólo pone los 40 subnormales para que la gente no se queje de que si quita el culebrón
Neutral	Su gente siempre andaba armada y esa era el miedo de la comunidad de que si uno los miraba, te daban un plomazo, hasta que ese día cuando se escondieron en los arbustos, en las esquinas y de hecho hubo un comunero a quien le dieron un escopetazo en el ojo y quedó inválido en una silla de ruedas pero muy valiente porque hizo algo por su comunidad y por eso ha de sentir muy contento y feliz.
Toxic	No creo que haya ninguna escultura de Escipión, pero sería de subnormales atacarle cuando trajo más progreso a la penínsulta que cualquier líder celta o íbero que por aquí habitase por entonces
Neutral	El chilote es muy creyente, tiene mucha fe en sus santos, en sus brujos y en sus leyendas, como la del Trauco, la Pincoya o el Caleuche
Toxic	C del Palote Todo lo que ha hecho el PSOE, desde el NO ES NO hasta la formación a cuchillo de la gestora, pasando por la bajada de pantalones, calzoncillos y puesta de lubricante con efecto calor ante el PP
Neutral	Salvarle de una horda de fans histéricas fue todo lo que Hermione Granger tuvo que hacer para robarle el corazón a Víktor Krum
Toxic	muchas veces porque qué pobreza y que fríos y qué aguaceros y todos durmiendo en el suelo entonces yo me iba para otras partes, para otras casas en donde me dieran comida y cuando regresaba a los cuatro días o a los cinco días mi mamá decía ¿dónde estaba esta conchuda? y era todo lo que me decía
Toxic	El hombre estaba traumatizado por esta belleza que lo condenaba y por eso se encochinó y se volvió obeso y gordo, para así no se nunca más bello y que a Buda no lo cofundan
Toxic	Agregó: “mi mamá me dijo que al ver a una persona joven de aspecto cholo (pandillero) acercarse y apuntarle con un arma, le dijo: ‘toma mi bolsa, llévatela’, pero en lugar de agarrarla, le disparó”
